Block,Street,Address,Zip,Trade Name,Corp Name,License
1644,MILTON AVENUE NORTH,1644 MILTON AVENUE NORTH,21213,APACHE LOUNGE,"JASOON, INC.",LD
101-03,MONASTERY AVENUE NORTH,101-03 MONASTERY AVENUE NORTH,21229,GRUNER'S MARKET,"G5 USA, LLC",LA
1135,MONROE STREET NORTH,1135 MONROE STREET NORTH,21217,VERNELL'S ICE PARADISE,"VERNELL'S ICE PARADISE, INC.",LBD7
1655,MONROE STREET NORTH,1655 MONROE STREET NORTH,21217,GORDON'S CUT RATE,"LIN YAN, INC.",LA
1924-26,MONROE STREET NORTH,1924-26 MONROE STREET NORTH,21217,MACEO'S,MACEO'S,LB
601,MONROE STREET SOUTH,601 MONROE STREET SOUTH,21223,GREG'S PLACE,,LD
401,MONTFORD AVENUE NORTH,401 MONTFORD AVENUE NORTH,21224,ORLEANS LIQUOR,"RUDRA, LLC",LBD7
641,MONTFORD AVENUE SOUTH,641 MONTFORD AVENUE SOUTH,21224,VERDE,VERDE CORPORATION,LB
843-45,MONTFORD AVENUE SOUTH,843-45 MONTFORD AVENUE SOUTH,21224,KATANA SUSHI,"BALTIMORE KATANA, INC.",LB
2125,MONUMENT STREET EAST,2125 MONUMENT STREET EAST,21205,MONUMENTAL LIQUORS,"ROSHNI, LLC",LA
2343,MONUMENT STREET EAST,2343 MONUMENT STREET EAST,21205,WINSTON LOUNGE BAR & GRILL,"WINSTON LOUNGE BAR & GRILL, LLC",LBD7
2518,MONUMENT STREET EAST,2518 MONUMENT STREET EAST,21205,THREE W'S TAVERN,"THREE W'S TAVERN, LLC",LBD7
2521,MONUMENT STREET EAST,2521 MONUMENT STREET EAST,21205,Q'S LIQUORS & TAVERN,"NEW Q'S LIQUORS AND TAVERN, INC.",LBD7
2921,MONUMENT STREET EAST,2921 MONUMENT STREET EAST,21205,EAST CURLEY LIQUOR,"PC ONE, INC.",LA
2942,MONUMENT STREET EAST,2942 MONUMENT STREET EAST,21205,TOM & OLIVE'S CAFE,,LBD7
3133-35,MONUMENT STREET EAST,3133-35 MONUMENT STREET EAST,21205,NEW EDISON LOUNGE,"GNP, LLC",LBD7
4215,MONUMENT STREET EAST,4215 MONUMENT STREET EAST,21205,TONY'S PLACE,"G & X, INC.",AE
5900,MORAVIA ROAD,5900 MORAVIA ROAD,21206,CEDONIA INN,,LBD7
1831,MOSHER STREET WEST,1831 MOSHER STREET WEST,21217,JEMELLA'S LIQUORS & CUTRATE,"DDFG, INC.",LA
128-40,MT. ROYAL AVENUE WEST,128-40 MT. ROYAL AVENUE WEST,21201,LYRIC OPERA HOUSE,"LYRIC, INC.",LBD7
1203,MT. ROYAL AVENUE WEST,1203 MT. ROYAL AVENUE WEST,21217,NOONAS,"DOOBYHAN UNDERGROUND, INC",LB
1204,MT. ROYAL AVENUE WEST,1204 MT. ROYAL AVENUE WEST,21217,MOUNT ROYAL TAVERN,"ONE DISTINCT, LLC",LBD7
1205,MT. ROYAL AVENUE WEST,1205 MT. ROYAL AVENUE WEST,21217,THE BRASS TAP,"BELLEROCK, LLC",LB
11-Jul,MT. VERNON PLACE WEST,7-11 MT. VERNON PLACE WEST,21201,ENGINEERS CLUB,"ENGINEERING SOCIETY OF BALTIMORE, INC.",LC
8,MT. VERNON PLACE WEST,8 MT. VERNON PLACE WEST,21201,MOUNT VERNON CLUB,"MOUNT VERNON CLUB OF BALTIMORE, INC.",LC
1315,MULBERRY STREET WEST,1315 MULBERRY STREET WEST,21223,GLADIATORS,"GLADIATORS ASSOCIATION, INC.",LC
1184-86,NANTICOKE STREET,1184-86 NANTICOKE STREET,21230,FIELDER'S TAVERN,"FIELDERS,LLC",LBD7
5700-02,NEWBURY STREET,5700-02 NEWBURY STREET,21209,MT. WASHINGTON TAVERN,"FRISCHBONE, LLC",LB
426,NEWKIRK STREET SOUTH,426 NEWKIRK STREET SOUTH,21224,KARELAS CAFE,"KARELAS CAFE, LLC",LBD7
426,NEWKIRK STREET SOUTH,426 NEWKIRK STREET SOUTH,21224,KARELAS CAFE,"KARELAS CAFE, LLC",WD
3,NORTH AVENUE EAST,3 NORTH AVENUE EAST,21202,LIQUOR HOUSE & BAR,"SBD GROUP, LLC",LBD7
335-37,NORTH AVENUE EAST,335-37 NORTH AVENUE EAST,21202,JOHN & SAMUEL TYSON VFW POST 8509,"JOHN & SAMUEL TYSON POST NO.8509, INC.",LC
1148,NORTH AVENUE EAST,1148 NORTH AVENUE EAST,21202,L & M LIQUORS,"LEE L & M, INC.",LA
1801-03,NORTH AVENUE EAST,1801-03 NORTH AVENUE EAST,21213,BERMUDA BAR & LIQUORS,"JH CHOO, INC.",LBD7
2101-03,NORTH AVENUE EAST,2101-03 NORTH AVENUE EAST,21213,COCKY LOU'S,"AZ PLUS, INC",LBD7
2135,NORTH AVENUE EAST,2135 NORTH AVENUE EAST,21213,SNS LIQUOR,SNS LIQUOR CORPORATION,LBD7
2250,NORTH AVENUE EAST,2250 NORTH AVENUE EAST,21213,JAMIE  MASSOVITZ,SECURED CREDITOR,LBD7
5-Mar,NORTH AVENUE WEST,3-5 NORTH AVENUE WEST,21201,PARKWAY THEATRE,"PARKWAY THEATRE SERVICE, LLC",LBD7
30-Oct,NORTH AVENUE WEST,10-30 NORTH AVENUE WEST,21201,RITUALS,"10-30 W. NORTH AVENUE, LLC",LBD7
30,NORTH AVENUE WEST,30 NORTH AVENUE WEST,21201,NORTH AVENUE MARKET,"MARKET ARCADE HOLDING, LLC",LB
33,NORTH AVENUE WEST,33 NORTH AVENUE WEST,21201,JOE SQUARED PIZZA,"JOE SQUARED,LLC",LB
120,NORTH AVENUE WEST,120 NORTH AVENUE WEST,21201,MOTOR HOUSE,"NORTH AVENUE ARTS,LLC",LD
2201,NORTH AVENUE WEST,2201 NORTH AVENUE WEST,21216,FIRESIDE NORTH,"SARUNI, INC.",LBD7
2700,NORTH AVENUE WEST,2700 NORTH AVENUE WEST,21216,SUN M LIQUORS,"SHEWELELEI,LLC",LA
2863,NORTH AVENUE WEST,2863 NORTH AVENUE WEST,21216,KIM'S LIQUORS,SUEMEE CORPORATION,LA
3107-11,NORTH AVENUE WEST,3107-11 NORTH AVENUE WEST,21216,RUDIES LIQUOR,3113 CORP.,LA
904-08,NORTH AVENUE WEST,904-08 NORTH AVENUE WEST,21217,LINDEN BAR & LIQUORS,"LINDEN BAR & LIQUORS, INC.",LBD7
1209,NORTH AVENUE WEST,1209 NORTH AVENUE WEST,21217,JASON'S LIQUORS,"1613 GROCERY, LLC",LA
1220,NORTH AVENUE WEST,1220 NORTH AVENUE WEST,21217,BACCHUS BAR & LIQUORS,"BACCHUS BAR & LIQUORS, INC.",LBD7
1741,NORTH AVENUE WEST,1741 NORTH AVENUE WEST,21217,OXFORD TAVERN,"GLOF, INC.",LBD7
2115,NORTH AVENUE WEST,2115 NORTH AVENUE WEST,21217,UPTOWN LIQUORS,"WE OUT HERE ENTERPRISES, LLC",LA
2323,NORTHERN PARKWAY EAST,2323 NORTHERN PARKWAY EAST,21214,HAMILTON PARK LIQUORS,"HAMILTON PARK LIQUORS, LLC",LA
1720,NORTHERN PARKWAY EAST,1720 NORTHERN PARKWAY EAST,21239,LIME TREE LIQUORS,"RH & V, INC.",LA
1728,NORTHERN PARKWAY EAST,1728 NORTHERN PARKWAY EAST,21239,COLIN'S SEAFOOD & GRILL,"NDDCALLC, LLC",LB
4410,NORTHERN PARKWAY WEST,4410 NORTHERN PARKWAY WEST,21215,"HOMESWEETHOME CAFE,LLC","HOMESWEETHOME CAFE, LLC",LB
2825-27,O'DONNELL STREET,2825-27 O'DONNELL STREET,21224,GRUNWALD CLUB,"GRUNWALD CLUB, INC.",LC
2840,O'DONNELL STREET,2840 O'DONNELL STREET,21224,SPEAKEASY SALOON,"EGIRA, LLC",LB
2900-02,O'DONNELL STREET,2900-02 O'DONNELL STREET,21224,THE WORTHINGTON,"2900 O'DONNELL, LL, LLC",LBD7
2901,O'DONNELL STREET,2901 O'DONNELL STREET,21224,MAMA'S ON THE HALF SHELL,"BLAZE, INC.",LB
2903,O'DONNELL STREET,2903 O'DONNELL STREET,21224,GOOD VIBES RETAURANT & BAR,"ANNAPURNA108, LLC",LBD7
2907-11,O'DONNELL STREET,2907-11 O'DONNELL STREET,21224,NACHO MAMA'S,"PIZZA OLE, INC.",LBD7
2908,O'DONNELL STREET,2908 O'DONNELL STREET,21224,COWBOY ROW SALOON & CHOPHOUSE,"PLUG UGLY'S HOSPITALITY GROUP, LLC",LB
2918,O'DONNELL STREET,2918 O'DONNELL STREET,21224,CLADDAGH PUB,"DVML, INC.",LBD7
2921,O'DONNELL STREET,2921 O'DONNELL STREET,21224,EL BUFALO,"O'DONNELL/CURLEY, LLC",LBD7
2923-25,O'DONNELL STREET,2923-25 O'DONNELL STREET,21224,M&L CANTON DISCOUNT LIQUOR,"CANTON SQUARE LIQUOR,INC",LA
2933,O'DONNELL STREET,2933 O'DONNELL STREET,21224,SHISO TAVERN,"2933 O'DONNELL STREET, LLC",LB
3000-02,O'DONNELL STREET,3000-02 O'DONNELL STREET,21224,SOUTHERN PROVISIONS,"ACROSTIC ENTERPRISES,INC.",LBD7
3001-03,O'DONNELL STREET,3001-03 O'DONNELL STREET,21224,JOHN'S CARRY-OUT,"VAS BROTHERS, INC.",WD
3101,O'DONNELL STREET,3101 O'DONNELL STREET,21224,"UKRAINIAN AMERICAN SPORT CLUB ""DNIPRO""","UKRAINIAN AMERICAN SPORT CLUB ""DNIPRO""",LC
3201,O'DONNELL STREET,3201 O'DONNELL STREET,21224,WALT'S INN,"W.J.T., INC.",LBD7
3500,O'DONNELL STREET,3500 O'DONNELL STREET,21224,SHIPYARD PUB,"SHIPYARD INVESTORS, INC",LBD7
5625,O'DONNELL STREET,5625 O'DONNELL STREET,21224,BEST WESTERN TRAVEL PLAZA,"NORTHSTAR TRAVEL PLAZA, LLC",LBHM
5801-13,O'DONNELL STREET,5801-13 O'DONNELL STREET,21224,ANGLE INN,"DORCO, INC.",LBD7
3801,OLD YORK ROAD,3801 OLD YORK ROAD,21218,WAVERLY TAVERN,"NEW MTKG,LLC",LBD7
1010,OLDHAM STREET SOUTH,1010 OLDHAM STREET SOUTH,21224,"UAW NO. 239, HOLDING COMPANY","UAW NO. 239, HOLDING COMPANY, INC.",WC
1616,OLIVER STREET EAST,1616 OLIVER STREET EAST,21213,JAFE PACKAGE GOODS & GROCERY,"JAFE, LLC",LA
175,OSTEND STREET WEST,175 OSTEND STREET WEST,21230,M8 BEER,"M8 SPRING GARDEN, LLC",LB
175,OSTEND STREET WEST SUITE B-1,175 OSTEND STREET WEST SUITE B-1,21230,CHECKERSPOT BREWING,"CHECKERSPOT BREWING, LLC",D
406,PACA STREET NORTH,406 PACA STREET NORTH,21201,TRINACRIA FOODS,,WA
411,PACA STREET NORTH,411 PACA STREET NORTH,21201,THE GARDEN,"THE GARDEN ROOFTOP, LLC",LB
415,PACA STREET NORTH,415 PACA STREET NORTH,21201,SELECT LOUNGE,"MYAL, LLC",LBD7
1130,PACA STREET SOUTH,1130 PACA STREET SOUTH,21230,PICKETT BREWING COMPANY,"PICKETT BREWING, LLC",D
318,PARK AVENUE,318 PARK AVENUE,21201,PARKSIDE LIQUOR,"T&DH,LLC",LA
328,PARK AVENUE,328 PARK AVENUE,21201,TABOR ETHIOPIAN RESTAURANT,TABOR ETHIOPIAN CUISINE INC,LB
520,PARK AVENUE,520 PARK AVENUE,21201,MOUNT VERNON MARKETPLACE,"MOUNT VERNON MARKETPLACE, LLC",LB
870,PARK AVENUE,870 PARK AVENUE,21201,STEAM PUNK ALLEY,"ERS, INC.",LBD7
1111,PARK AVENUE,1111 PARK AVENUE,21201,BOLTON HILL FOOD CENTER,,LA
1535,PARK AVENUE,1535 PARK AVENUE,21217,PARK AVENUE PHARMACY,"VD & SR PHARMACY, LLC",LA
5201,PARK HEIGHTS & BELVEDERE,5201 PARK HEIGHTS & BELVEDERE,21215,PIMLICO RACE COURSE,"MARYLAND TURF CATERERS, INC.",LBRL
3601,PARK HEIGHTS AVENUE,3601 PARK HEIGHTS AVENUE,21215,ROBINSON'S FOOD & VARIETY MARKET,"ROBINSON'S FOOD & VARIETY MARKET, INC.",LA
3927,PARK HEIGHTS AVENUE,3927 PARK HEIGHTS AVENUE,21215,AL'S LIQUOR,"YOO'S LIQUORS, INC.",LA
4401-03,PARK HEIGHTS AVENUE,4401-03 PARK HEIGHTS AVENUE,21215,HOFFMAN LIQUORS,"JJ HOFFMAN, INC.",LA
4416-18,PARK HEIGHTS AVENUE,4416-18 PARK HEIGHTS AVENUE,21215,PARK LANE CUT RATE LIQUORS,"RGM LIQUOR, INC.",LA
5117,PARK HEIGHTS AVENUE,5117 PARK HEIGHTS AVENUE,21215,PIMLICO BAR & LIQUOR,"PIMLICO BAR & LIQUOR, LLC",LBD7
5139-41,PARK HEIGHTS AVENUE,5139-41 PARK HEIGHTS AVENUE,21215,KNIGHT'S LIQUORS,"UEL, INC",LBD7
5142,PARK HEIGHTS AVENUE,5142 PARK HEIGHTS AVENUE,21215,CHUMA'S DISCOUNT LIQUOR & CUISINE,"MK & K, INC.",LBD7
5302,PARK HEIGHTS AVENUE,5302 PARK HEIGHTS AVENUE,21215,HEIGHT'S LIQUORS,"RAMESHWOR, LLC",LA
5402 A&B,PARK HEIGHTS AVENUE,5402 A&B PARK HEIGHTS AVENUE,21215,BLUE CARIBBEAN BAR AND LOUNGE,ROYAL BLUE CARIBBEAN INC.,LB
5500,PARK HEIGHTS AVENUE,5500 PARK HEIGHTS AVENUE,21215,M & J DISCOUNT LIQUORS,SURI JATIN INC.,LA
430,PATAPSCO AVENUE EAST,430 PATAPSCO AVENUE EAST,21225,BROOKLYN PLEASURE CLUB,"BROOKLYN PLEASURE CLUB, INC.",LC
525-29,PATAPSCO AVENUE EAST,525-29 PATAPSCO AVENUE EAST,21225,THE POINT,"UPRETY, LLC",LBD7
601,PATAPSCO AVENUE EAST,601 PATAPSCO AVENUE EAST,21225,V.F.W. POST 2916,BROOKLYN-CURTIS BAY MEM.POST 2916 V.F.W.,LC
644-46,PATAPSCO AVENUE EAST,644-46 PATAPSCO AVENUE EAST,21225,BROOKLYN BOOSTERS CLUB,"BROOKLYN BOOSTERS CLUB, INC.",LC
919-21,PATAPSCO AVENUE EAST,919-21 PATAPSCO AVENUE EAST,21225,SUNLITE LIQUORS,"PARKASH D, LLC",LA
1020,PATAPSCO AVENUE WEST,1020 PATAPSCO AVENUE WEST,21230,BLUE CRAB EXPRESS & CAFE,"BLUE CRAB EXPRESS & CAFE, INC.",LD
4159,PATTERSON AVENUE,4159 PATTERSON AVENUE,21215,INDRENI DISCOUNT LIQUORS,"INDRENI INTERNATIONAL, LLC",LA
1101,PATTERSON PARK AVENUE NORTH,1101 PATTERSON PARK AVENUE NORTH,21213,PATCHASE,"PAT CHASE PRIVATE CLUBHOUSE, INC.",LC
1000,PAYSON STREET NORTH,1000 PAYSON STREET NORTH,21217,RED DOOR LOUNGE,"SUMMERS & ASSOCIATES MANAGEMENT, LLC",LBD7
255,PAYSON STREET NORTH,255 PAYSON STREET NORTH,21223,PAYSON'S CORNER,"PAYSON CORNER, LLC",LA
213-15,PENN STREET SOUTH,213-15 PENN STREET SOUTH,21230,CORNER BISTRO & WINE BAR,"BKS ENTERPRISES, LLC",WD
4220,PENNINGTON AVENUE,4220 PENNINGTON AVENUE,21226,JENIS 7 STAR FOOD MARKET,"JENI'S 7 STAR, INC.",LA
4420,PENNINGTON AVENUE,4420 PENNINGTON AVENUE,21226,SEA TOP GROCERY AND LIQUOR,S R 2021 CORPORATION,LA
4507,PENNINGTON AVENUE,4507 PENNINGTON AVENUE,21226,FRANK'S BAY TAVERN,"FRANK'S BAY TAVERN,LLC",LBD7
5520,PENNINGTON AVENUE,5520 PENNINGTON AVENUE,21226,FANTASIES,"KIMMICO, INC.",AE
1515-19,PENNSYLVANIA AVENUE,1515-19 PENNSYLVANIA AVENUE,21217,ROYAL CASINO,IVEY CORPORATION,LBD7
1531,PENNSYLVANIA AVENUE,1531 PENNSYLVANIA AVENUE,21217,CAPITAL LOUNGE,"CHOPPER'S LOUNGE, INC.",LBD7
1813,PENNSYLVANIA AVENUE,1813 PENNSYLVANIA AVENUE,21217,MEL'S LIQUOR,"WA WA LIQUORS,INC.",LA
2043-45,PENNSYLVANIA AVENUE,2043-45 PENNSYLVANIA AVENUE,21217,WONDERLAND LIQUORS,"UNITED PENN OPERATING, LLC",LBD7
2139-43,PENNSYLVANIA AVENUE,2139-43 PENNSYLVANIA AVENUE,21217,CLUB 4040 LIQUOR & GROCERY,"CLUB 4040, INC.",LBD7
2223,PENNSYLVANIA AVENUE,2223 PENNSYLVANIA AVENUE,21217,PARADISE LIQUORS,"AASHBI, INC.",LA
2426,PENNSYLVANIA AVENUE,2426 PENNSYLVANIA AVENUE,21217,ARCH SOCIAL CLUB,"ARCH SOCIAL CLUB, INC.",LC
2705,PENNSYLVANIA AVENUE,2705 PENNSYLVANIA AVENUE,21217,JOLLY GENTS & LADIES TOO,"JOLLY GENTS & LADIES TOO, INC.",LC
2733-35,PENNSYLVANIA AVENUE,2733-35 PENNSYLVANIA AVENUE,21217,RED FOX LIQUORS,"JC STAR,LLC",LBD7
6605-07,PINE AVENUE,6605-07 PINE AVENUE,21222,DONNA'S TAVERN & RESTAURANT,"D H R & R, INC.",LBD7
1312,POINT STREET,1312 POINT STREET,21231,CEREMONY COFFEE,"CEREMONY RETAIL,LLC",LB
1405,POINT STREET,1405 POINT STREET,21231,ATTMAN'S DELI HARBOR POINT,"ATTMAN'S DELI HARBOR POINT, LLC",LB
1409,POINT STREET,1409 POINT STREET,21231,DONER  BROS.,"DONER BROS.HP, LLC",LB
1301,PONCA STREET SOUTH,1301 PONCA STREET SOUTH,21224,EUPHORIA RESTAURANT AND NIGHTCLUB,"EUPHORIA RESTAURANT AND NIGHTCLUB, LLC",LBD7
1725,PONCA STREET SOUTH,1725 PONCA STREET SOUTH,21224,NIGHT SHIFT,"RED EYE SHIFT, LLC",AE
604-06,POPLAR GROVE STREET,604-06 POPLAR GROVE STREET,21216,JERRY'S BAR,"BRUCE JEM, INC.",LBD7
825,POPLAR GROVE STREET,825 POPLAR GROVE STREET,21216,NO RUSH LIQUORS,"A & P LIQUORS, INC.",LD
1141,POPLAR GROVE STREET,1141 POPLAR GROVE STREET,21216,WINCHESTER LIQUOR,"RHKIM ENTERPRISES, INC.",LA
1803,PORTER STREET,1803 PORTER STREET,21230,COURTYARD BY MARRIOTT MCHENRY ROW,"KSS HOTEL, LLC",LBHM
633,PORTLAND STREET,633 PORTLAND STREET,21230,QUIGLEY'S HALF-IRISH PUB,"JCQ, LLC",LBD7
3720,POTEE STREET,3720 POTEE STREET,21225,CASTLE SEAFOOD RESTAURANT,"CASTLE SEAFOOD, INC.",LB
531,POTOMAC STREET SOUTH,531 POTOMAC STREET SOUTH,21224,O'DONNELL'S PUB,"J F O, INC.",LBD7
600,POTOMAC STREET SOUTH,600 POTOMAC STREET SOUTH,21224,BALTIMORE TAPHOUSE,"JCB ENTERPRISES, INC.",LBD7
700,POTOMAC STREET SOUTH,700 POTOMAC STREET SOUTH,21224,PHO BAC,"SAIGON TODAY, LLC",LBD7
1,PRATT STREET EAST,1 PRATT STREET EAST,21202,KONA GRILL,"TOG KONA BALTIMORE, LLC",LB
200-02,PRATT STREET EAST,200-02 PRATT STREET EAST,21202,RENAISSANCE BALTIMORE HARBORPLACE HOTEL,"BALTIMORE HOTEL XLV OWNER, LLC",LBHM
400,PRATT STREET EAST,400 PRATT STREET EAST,21202,SHAKE SHACK,SHAKE SHACK PRATT STREET BALTIMORE LLC,LB
500,PRATT STREET EAST,500 PRATT STREET EAST,21202,CAPITAL GRILLE OF BALTIMORE,"CAPITAL GRILLE OF MARYLAND, LLC",LBD7
501,PRATT STREET EAST,501 PRATT STREET EAST,21202,NATIONAL AQUARIUM IN BALTIMORE,"NATIONAL AQUARIUM IN BALTIMORE, INC.",LB
600,PRATT STREET EAST,600 PRATT STREET EAST,21202,FOGO DE CHAO,"FOGO DE CHAO CHURRASCARIA (BALTIMORE), LLC",LB
601,PRATT STREET EAST,601 PRATT STREET EAST,21202,HARD ROCK CAFE,"HARD ROCK CAFE INTERNATIONAL (STP), INC.",LB
601,PRATT STREET EAST,601 PRATT STREET EAST,21202,PHILLIPS SEAFOOD,"PHILLIPS SEAFOOD BALTIMORE, LLC",LB
621,PRATT STREET EAST,621 PRATT STREET EAST,21202,"DOCKS BALTIMORE,LLC",DOCKS ON THE HARBOR,LB
750,PRATT STREET EAST,750 PRATT STREET EAST,21202,MISS SHIRLEY'S CAFE,"PRATT FOOD, LLC",LB
819,PRATT STREET EAST,819 PRATT STREET EAST,21202,RYMKS BAR & GRILLE,"RYMKS BAR & GRILLE, LLC",LB
905-19,PRATT STREET EAST,905-19 PRATT STREET EAST,21202,LITTLE ITALY LDG.ORD.SONS OF ITALY #2286,LITTLE ITALY LDG.ORD.SONS OF ITALY #2286,LC
1001-03,PRATT STREET EAST,1001-03 PRATT STREET EAST,21202,CLUB BELLISSIMO,"GOOD BUDGET, LLC",LBD7
3820,PRATT STREET EAST,3820 PRATT STREET EAST,21224,CORKS & KEGS,"CORKS & KEGS, LLC",WD
4201,PRATT STREET EAST,4201 PRATT STREET EAST,21224,OLD LINE SPIRITS,"OLD LINE SPIRITS, LLC",LD
1313,PRATT STREET EAST,1313 PRATT STREET EAST,21231,ZIASCOS,"ZIASCOS, LLC",LBD7
1727,PRATT STREET EAST,1727 PRATT STREET EAST,21231,ANGIE'S SEAFOOD,"ANGIE'S SEAFOOD, INC.",LB
1816-18,PRATT STREET EAST,1816-18 PRATT STREET EAST,21231,PRATT LIQUOR & CONVENIENCE,"STT, INC.",LA
2127,PRATT STREET EAST,2127 PRATT STREET EAST,21231,MARTA FINE FOOD & SPIRITS,"MARTA BALTIMORE, LLC",LB
600,PRATT STREET EAST AKA 124 MARKET PLACE,600 PRATT STREET EAST AKA 124 MARKET PLACE,21202,BALTIMORE SOUNDSTAGE,"IGUANA CANTINA, LLC",LBD7
600,"PRATT STREET EAST, SUITE # 105","600 PRATT STREET EAST, SUITE # 105",21202,MOUNT EVEREST,"MANDALI,INC.",LB
3-Jan,PRATT STREET WEST,1-3 PRATT STREET WEST,21201,BALTIMORE CONVENTION CENTER,"V.S.I. OF MARYLAND, INC.",LBAL
200-08,PRATT STREET WEST,200-08 PRATT STREET WEST,21201,PRATT STREET ALE HOUSE,"PRATT STREET PUB, LLC",LB
300,PRATT STREET WEST,300 PRATT STREET WEST,21201,LUNA DEL SEA,"CAMDEN VIEW, INC.",LB
401,PRATT STREET WEST,401 PRATT STREET WEST,21201,HILTON BALTIMORE,"HILTON MANAGEMENT LIQUOR, LLC",LBHM
647,PRATT STREET WEST,647 PRATT STREET WEST,21201,"CARIBBEAN DYNASTY, LLC",CARIBBEAN DYNASTY,LB
663-65,PRATT STREET WEST,663-65 PRATT STREET WEST,21201,PENN & PRATT RESTAURANT,"PENN AND PRATT RESTAURANT, LLC",LB
1812,PRATT STREET WEST,1812 PRATT STREET WEST,21223,PRATT LIQUORS & BAR,"EVA GROUP, LLC",LBD7
1901-05,PRATT STREET WEST,1901-05 PRATT STREET WEST,21223,BAY ISLAND SEAFOOD,"LI DONG'S , LLC",LA
2003,PRESBURY STREET,2003 PRESBURY STREET,21217,"PI OMEGA CHAPTER, OMEGA PSI PHI FRAT.","PI OMEGA CHAPTER,OMEGA PSI PHI FRAT.,INC",LC
219,PRESIDENT STREET,219 PRESIDENT STREET,21202,MO'S FISHERMAN'S WHARF,"FISHERMAN'S WHARF INNER HARBOR, INC.",LB
616,PRESIDENT STREET,616 PRESIDENT STREET,21202,JAMES JOYCE IRISH PUB & RESTAURANT,"JAMES JOYCE BALTIMORE, LLC",LB
101,PRESIDENT STREET SOUTH,101 PRESIDENT STREET SOUTH,21202,FAIRFIELD INN & SUITES,MHF BALTIMORE DT OPERATING V LLC,LBHM
625,PRESIDENT STREET SOUTH,625 PRESIDENT STREET SOUTH,21202,HOMEWOOD SUITES & HILTON GARDEN INN,"CRESTLINE HOTELS & RESORTS, INC-BALTIMORE",LBHM
1323,PRESSTMAN STREET,1323 PRESSTMAN STREET,21217,NEW ODYSSEY LOUNGE,"NEW ODYSSEY LOUNGE, LTD.",LBD7
208,PRESTON STREET EAST,208 PRESTON STREET EAST,21202,CALVIN'S,"J & J BROTHERS, INC.",LA
1231,PRESTON STREET EAST,1231 PRESTON STREET EAST,21202,SUMMIT SOCIAL CLUB,"SUMMIT SOCIAL CLUB, INC.",LC
407,"PRESTON STREET EAST, SUITE B","407 PRESTON STREET EAST, SUITE B",21202,CHARM CITY MEADWORKS,"CHARM CITY MEADWORKS, LLC",D
4210,PRIMROSE AVENUE,4210 PRIMROSE AVENUE,21215,FORUM,"FORUM CATERERS, INC.",LB
5603,PULASKI HIGHWAY,5603 PULASKI HIGHWAY,21205,SUPER STAR INN,"SERDENES RESTAURANT, INC.",LBD7
5801,PULASKI HIGHWAY,5801 PULASKI HIGHWAY,21205,GENTLEMEN'S GOLD CLUB,"GGC-BALTIMORE, LLC.",AE
5910,PULASKI HIGHWAY,5910 PULASKI HIGHWAY,21205,WORLD WIDE LIQUORS,"J.J.P., INC.",LA
6425,PULASKI HIGHWAY,6425 PULASKI HIGHWAY,21205,PULASKI LIQUOR EMPORIUM,"PULASKI EMPORIUM, INC.",LBD7
3210-14,PULASKI HIGHWAY,3210-14 PULASKI HIGHWAY,21224,LA ROCA,"LA ROCA, LLC",LBD7
3601,PULASKI HIGHWAY,3601 PULASKI HIGHWAY,21224,LATIN AMERICAN FLAVOR,"MVP ENTERTAINMENT, LLC",LBD7
3821-23,PULASKI HIGHWAY,3821-23 PULASKI HIGHWAY,21224,DESIRE,"DESIRE,LLC",AE
546,PULASKI STREET NORTH,546 PULASKI STREET NORTH,21223,CHUCK'S NEW JOHNSON'S LOUNGE,"MONT, INC.",LBD7
291,PULASKI STREET SOUTH,291 PULASKI STREET SOUTH,21223,SPEED BOOZE,"AYEYE, INC",LBD7
5405,RADECKE AVENUE,5405 RADECKE AVENUE,21206,GARDENVILLA CLUB,"GARDENVILLA CLUB, INC",WC
1525-27,RAMSAY STREET,1525-27 RAMSAY STREET,21223,SMILEY'S TAVERN,,LBD7
1801,RAMSAY STREET,1801 RAMSAY STREET,21223,J & J BAR & LIQUORS,"BAR & DISCOUNT LIQUORS, INC.",LBD7
13,RANDALL STREET EAST,13 RANDALL STREET EAST,21230,SOBO MARKET & CAFE,"ANNOULA TWO ENTERPRISES, LLC",LBD7
2,READ STREET EAST,2 READ STREET EAST,21202,HOTEL ULYSSES,"HMCHARMCITY, LLC",LBHM
203-09,READ STREET WEST,203-09 READ STREET WEST,21201,DRINKERY,"READ PARK, INC.",LBD7
206,REDWOOD EAST,206 REDWOOD EAST,21202,PRIM AND PROPER,"PRIME X PROPER, LLC",LB
219-231,REDWOOD STREET EAST,219-231 REDWOOD STREET EAST,21202,WERNER'S RESTAURANT,"REDWOOD SOUTH, LLC",LB
4316,REISTERSTOWN ROAD,4316 REISTERSTOWN ROAD,21215,DANNY'S LOUNGE,"S & K TAVERN, INC.",LBD7
4923,REISTERSTOWN ROAD,4923 REISTERSTOWN ROAD,21215,C & C LOUNGE,"ISK, LLC",LBD7
5200,REISTERSTOWN ROAD,5200 REISTERSTOWN ROAD,21215,CURLEY'S LIQUORS,"CHIZA'S & COMPANY, INC.",LA
5302,REISTERSTOWN ROAD,5302 REISTERSTOWN ROAD,21215,FIVE MILE HOUSE,"CAPERS, LLC",LB
